mag_id	species	superkingdom	phylum	class	data_type	source	access	note
3300025660_27	3300025660_27	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300029794_24	3300029794_24	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300013469_1	3300013469_1	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300014095_7	3300014095_7	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300011883_1	3300011883_1	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300026288_4	3300026288_4	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300029128_11	3300029128_11	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300029616_24	3300029616_24	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300029549_21	3300029549_21	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300007098_16	3300007098_16	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300024904_2	3300024904_2	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300029904_20	3300029904_20	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300028048_42	3300028048_42	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300013133_47	3300013133_47	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300029661_12	3300029661_12	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300029236_9	3300029236_9	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300029356_11	3300029356_11	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300011683_1	3300011683_1	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300025869_19	3300025869_19	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300008306_2	3300008306_2	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300011708_4	3300011708_4	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300020578_80	3300020578_80	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300029115_23	3300029115_23	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300011652_2	3300011652_2	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300029736_16	3300029736_16	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300029619_12	3300029619_12	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300023245_12	3300023245_12	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300025737_59	3300025737_59	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300010260_14	3300010260_14	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300026284_11	3300026284_11	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300029434_37	3300029434_37	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300011748_3	3300011748_3	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300029702_5	3300029702_5	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300029512_6	3300029512_6	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300021319_11	3300021319_11	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300005529_111	3300005529_111	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300008155_19	3300008155_19	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300026288_28	3300026288_28	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300014497_10	3300014497_10	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300029350_15	3300029350_15	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300007296_27	3300007296_27	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300002468_19	3300002468_19	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300008103_14	3300008103_14	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300029765_25	3300029765_25	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300023208_13	3300023208_13	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300013338_1	3300013338_1	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300006045_73	3300006045_73	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300025546_16	3300025546_16	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300007669_5	3300007669_5	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300011627_2	3300011627_2	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300029757_6	3300029757_6	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300029665_5	3300029665_5	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300022181_12	3300022181_12	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300008638_20	3300008638_20	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300029439_22	3300029439_22	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300029251_21	3300029251_21	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300008136_7	3300008136_7	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300008325_3	3300008325_3	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300007806_12	3300007806_12	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300013999_2	3300013999_2	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300026992_3	3300026992_3	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300026252_26	3300026252_26	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300010042_15	3300010042_15	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300007346_4	3300007346_4	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300021318_20	3300021318_20	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300021255_55	3300021255_55	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300029494_18	3300029494_18	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300011639_1	3300011639_1	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300029118_7	3300029118_7	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300017658_22	3300017658_22	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300012521_15	3300012521_15	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300012921_16	3300012921_16	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300021306_30	3300021306_30	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300014530_6	3300014530_6	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300012253_2	3300012253_2	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300028968_7	3300028968_7	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300017406_12	3300017406_12	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300011508_1	3300011508_1	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300029622_45	3300029622_45	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300014517_2	3300014517_2	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300029716_21	3300029716_21	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300014664_1	3300014664_1	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300005284_8	3300005284_8	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300029427_12	3300029427_12	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300027863_29	3300027863_29	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300025226_7	3300025226_7	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300029762_4	3300029762_4	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300008734_18	3300008734_18	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300027509_7	3300027509_7	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300024901_4	3300024901_4	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300025862_25	3300025862_25	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300028972_1	3300028972_1	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300029789_16	3300029789_16	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300029538_19	3300029538_19	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300029486_15	3300029486_15	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300012818_9	3300012818_9	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300029383_7	3300029383_7	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300025534_11	3300025534_11	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300029860_7	3300029860_7	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300027323_38	3300027323_38	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300011134_1	3300011134_1	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300011530_1	3300011530_1	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300022865_7	3300022865_7	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300027983_51	3300027983_51	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300025724_6	3300025724_6	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300004269_2	3300004269_2	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300014531_10	3300014531_10	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300025775_7	3300025775_7	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300026088_17	3300026088_17	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300020220_71	3300020220_71	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300027719_2	3300027719_2	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300029445_21	3300029445_21	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300010373_49	3300010373_49	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300025456_7	3300025456_7	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300011631_3	3300011631_3	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300021559_7	3300021559_7	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300009503_54	3300009503_54	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300011360_1	3300011360_1	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300029056_16	3300029056_16	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300029503_12	3300029503_12	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300029462_11	3300029462_11	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300025061_10	3300025061_10	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300001683_19	3300001683_19	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300028630_29	3300028630_29	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300007298_14	3300007298_14	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300028958_4	3300028958_4	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300011759_3	3300011759_3	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300018878_128	3300018878_128	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300027706_32	3300027706_32	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300011768_5	3300011768_5	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300029380_27	3300029380_27	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300029427_16	3300029427_16	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300011494_2	3300011494_2	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300027828_32	3300027828_32	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300007843_1	3300007843_1	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300003272_7	3300003272_7	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300029523_19	3300029523_19	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300027968_61	3300027968_61	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300008080_8	3300008080_8	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300027282_3	3300027282_3	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300029560_15	3300029560_15	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300029556_13	3300029556_13	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300014601_3	3300014601_3	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300008513_4	3300008513_4	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300022470_15	3300022470_15	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300022742_5	3300022742_5	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300029715_31	3300029715_31	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300025677_49	3300025677_49	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300029742_22	3300029742_22	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300017652_9	3300017652_9	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300029444_12	3300029444_12	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300017400_35	3300017400_35	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300017931_18	3300017931_18	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300029527_11	3300029527_11	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300029051_13	3300029051_13	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300013022_5	3300013022_5	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300010275_7	3300010275_7	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300025230_4	3300025230_4	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300014005_3	3300014005_3	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300025300_5	3300025300_5	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300029820_21	3300029820_21	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300029434_19	3300029434_19	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300028630_16	3300028630_16	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300025677_37	3300025677_37	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300012856_6	3300012856_6	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300011508_2	3300011508_2	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300020262_6	3300020262_6	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300018878_124	3300018878_124	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300006299_7	3300006299_7	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300029248_19	3300029248_19	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300029206_17	3300029206_17	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300029567_27	3300029567_27	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300007361_19	3300007361_19	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300029338_19	3300029338_19	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300012194_2	3300012194_2	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300014691_6	3300014691_6	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300027706_11	3300027706_11	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300029506_5	3300029506_5	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300029046_3	3300029046_3	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300025775_17	3300025775_17	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300025916_10	3300025916_10	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300025584_8	3300025584_8	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300020183_14	3300020183_14	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300026980_7	3300026980_7	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300029417_10	3300029417_10	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300022753_70	3300022753_70	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300025256_6	3300025256_6	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300025682_31	3300025682_31	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300025250_11	3300025250_11	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300029197_11	3300029197_11	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300020295_9	3300020295_9	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300007043_19	3300007043_19	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300029235_23	3300029235_23	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300026522_26	3300026522_26	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300025350_14	3300025350_14	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300006226_88	3300006226_88	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300027773_20	3300027773_20	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300025109_10	3300025109_10	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300011954_3	3300011954_3	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300005043_15	3300005043_15	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300011231_2	3300011231_2	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300025138_3	3300025138_3	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300008634_12	3300008634_12	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300025161_14	3300025161_14	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300027640_25	3300027640_25	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300029522_13	3300029522_13	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300022745_7	3300022745_7	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300027592_23	3300027592_23	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300018080_66	3300018080_66	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300012090_19	3300012090_19	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300029340_26	3300029340_26	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300014761_10	3300014761_10	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300006980_1	3300006980_1	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300012588_1	3300012588_1	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300029101_12	3300029101_12	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300029451_6	3300029451_6	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300029432_30	3300029432_30	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300029185_16	3300029185_16	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300027509_35	3300027509_35	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300011631_1	3300011631_1	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300009503_41	3300009503_41	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300025253_7	3300025253_7	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300025602_64	3300025602_64	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300027848_56	3300027848_56	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300027363_4	3300027363_4	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300020578_62	3300020578_62	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300029433_17	3300029433_17	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300022885_4	3300022885_4	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300014529_5	3300014529_5	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300012843_3	3300012843_3	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300027283_15	3300027283_15	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300025048_2	3300025048_2	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300026863_7	3300026863_7	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300029112_12	3300029112_12	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300029511_5	3300029511_5	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300025093_9	3300025093_9	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
